ticker,source_symbol,statement_date,ev_source,market_cap,ebit,enterprise_value,current_assets,current_liabilities,net_ppe,roic,debt_to_ebitda
CLAS-B,CLAS-B.ST,2025-04-30,reported_enterprise_value,27472357376.0,1187500000.0,26589552640.0,3608000000.0,2657500000.0,2282900000.0,,0.879134
CLAV,CLAV.ST,2025-12-31,reported_enterprise_value,1726390272.0,-14654000.0,1602577920.0,177919000.0,193319000.0,14352000.0,,4.173693
CLBIO,CLBIO.ST,2025-12-31,reported_enterprise_value,488689280.0,-14713000.0,464958240.0,23982000.0,4819000.0,162000.0,,
CLEM,CLEM.ST,2025-12-31,market_cap_plus_net_debt,102189288.0,7776000.0,149294288.0,93055000.0,62641000.0,46479000.0,,2.09906
CLIME-B,CLIME-B.ST,2025-12-31,reported_enterprise_value,175226096.0,-142359000.0,134065088.0,82308000.0,23891000.0,12524000.0,,-0.118389
CLS-B,CLS-B.ST,2025-12-31,reported_enterprise_value,113924864.0,-41952000.0,99464896.0,39122000.0,10004000.0,14043000.0,,-0.00569
CMOTEC-B,CMOTEC-B.ST,2025-12-31,reported_enterprise_value,98831184.0,-6110000.0,89924784.0,9138000.0,10014000.0,119000.0,,-0.0
CNCJO-B,CNCJO-B.ST,2025-12-31,reported_enterprise_value,577871488.0,54200000.0,432601696.0,426400000.0,150300000.0,31600000.0,,0.443433
COFFEE-B,COFFEE-B.ST,2026-03-31,reported_enterprise_value,4316642816.0,52000000.0,3736049920.0,832000000.0,180000000.0,32000000.0,,0.046414
COMPDM,COMPDM.ST,2025-12-31,reported_enterprise_value,51625768.0,-15865000.0,46839200.0,16749000.0,27059000.0,135000.0,,0.047753
CONSTI,CONSTI.HE,2025-12-31,reported_enterprise_value,88457440.0,9233000.0,90574696.0,60280000.0,62166000.0,6917000.0,,1.101173
COOR,COOR.ST,2025-12-31,reported_enterprise_value,5330137088.0,451000000.0,7522585600.0,2207000000.0,2992000000.0,530000000.0,,3.355474
CORE-A,CORE-A.ST,2025-12-31,reported_enterprise_value,4195595520.0,-2637000000.0,36409188352.0,2547000000.0,12627000000.0,1534000000.0,,-11.510118
CORE-B,CORE-B.ST,2025-12-31,reported_enterprise_value,3650168064.0,-2637000000.0,35824631808.0,2547000000.0,12627000000.0,1534000000.0,,-11.510118
CORE-D,CORE-D.ST,2025-12-31,reported_enterprise_value,300902875136.0,-2637000000.0,348807069696.0,2547000000.0,12627000000.0,1534000000.0,,-11.510118
CORE-PREF,CORE-PREF.ST,2025-12-31,reported_enterprise_value,25330032640.0,-2637000000.0,355604234240.0,2547000000.0,12627000000.0,1534000000.0,,-11.510118
CRAD-B,CRAD-B.ST,2025-12-31,reported_enterprise_value,1094983680.0,16770000.0,1038321152.0,438019000.0,141769000.0,23701000.0,,0.347637
CRNO-B,CRNO-B.ST,2025-12-31,reported_enterprise_value,1574480640.0,-73204229.0,1763648512.0,78350421.0,25079651.0,2879722.0,,-1.72613
CTEK,CTEK.ST,2025-12-31,reported_enterprise_value,1049644096.0,61200000.0,1224939904.0,452600000.0,149400000.0,44300000.0,,2.734241
CTM,CTM.ST,2025-12-31,reported_enterprise_value,182316832.0,-8924000.0,169041072.0,21240000.0,5548000.0,789000.0,,-0.070151
CTT,CTT.ST,2025-12-31,reported_enterprise_value,1746784512.0,51400000.0,1784883200.0,223500000.0,82900000.0,36300000.0,,0.614187
CTY1S,CTY1S.HE,2025-12-31,reported_enterprise_value,511239712.0,208300000.0,2720300032.0,630600000.0,217500000.0,400000.0,,8.544034
CX,CX.ST,2025-12-31,reported_enterprise_value,742138432.0,53900000.0,824142784.0,270000000.0,262800000.0,68900000.0,,1.70562
DEDI,DEDI.ST,2025-12-31,reported_enterprise_value,423146912.0,45784000.0,354350112.0,356248000.0,253820000.0,26853000.0,,0.69869
DETEC,DETEC.HE,2025-12-31,reported_enterprise_value,133952464.0,7464944.0,111352568.0,88273603.0,25685055.0,4045297.0,,0.437719
DEVP-B,DEVP-B.ST,2025-12-31,reported_enterprise_value,107828840.0,-4782000.0,83455840.0,166306000.0,101592000.0,22727000.0,,7.094586
DICOT,DICOT.ST,2025-12-31,reported_enterprise_value,438775328.0,-80229000.0,337631136.0,85463000.0,12108000.0,0.0,,
DIGIA,DIGIA.HE,2025-12-31,reported_enterprise_value,158029200.0,17804000.0,181751184.0,73284000.0,61332000.0,6635000.0,,1.915142
DIOS,DIOS.ST,2025-12-31,market_cap_plus_net_debt,9230945280.0,1730000000.0,26397945280.0,685000000.0,3868000000.0,100000000.0,,10.067933
DIST,DIST.ST,2025-12-31,reported_enterprise_value,159533584.0,-77300000.0,241940000.0,463900000.0,233800000.0,14300000.0,,5.646199
DMXSE-SDB,DMXSE-SDB.ST,2025-06-30,reported_enterprise_value,856405120.0,-3769503.0,811612992.0,10268177.0,801436.0,8909132.0,,
DMYD-B,DMYD-B.ST,2025-08-31,reported_enterprise_value,153449712.0,-169777000.0,-37003308.0,159144000.0,40025000.0,49357000.0,,-0.187857
DOM,DOM.ST,2025-12-31,reported_enterprise_value,10332630016.0,1819000000.0,22164119552.0,12467000000.0,8879000000.0,3529000000.0,,5.270054
DONE,DONE.ST,2025-12-31,reported_enterprise_value,780047744.0,-114949000.0,927081472.0,261952000.0,150286000.0,134735000.0,,-2.434267
DOXA,DOXA.ST,2025-12-31,reported_enterprise_value,523853728.0,-145800000.0,1153609728.0,2782200000.0,764000000.0,790900000.0,,-11.147882
DRIL,DRIL.ST,2025-12-31,reported_enterprise_value,167250000.0,4362000.0,258964000.0,212037000.0,146684000.0,191280000.0,,3.256777
DSNO,DSNO.ST,2025-12-31,reported_enterprise_value,285045760.0,-196200000.0,704245760.0,180900000.0,159300000.0,38600000.0,,-0.151376
DUNI,DUNI.ST,2025-12-31,reported_enterprise_value,3924419072.0,496000000.0,6878218752.0,3156000000.0,1877000000.0,1495000000.0,,2.240994
DURC-B,DURC-B.ST,2025-06-30,reported_enterprise_value,715649984.0,34900000.0,1120700032.0,1118300000.0,573300000.0,597300000.0,,2.303099
DUST,DUST.ST,2025-08-31,reported_enterprise_value,2405461760.0,-2514000000.0,4187186432.0,5467000000.0,4748000000.0,571000000.0,,10.738462
DVYSR,DVYSR.ST,2025-12-31,reported_enterprise_value,1542868352.0,400000.0,1523469824.0,204300000.0,70900000.0,82800000.0,,1.887273
DYVOX,DYVOX.ST,2025-12-31,reported_enterprise_value,8602512384.0,248800000.0,9559706624.0,1077100000.0,686500000.0,284900000.0,,2.316264
EG7,EG7.ST,2025-12-31,reported_enterprise_value,1747261568.0,-2082700000.0,1870805632.0,684100000.0,453200000.0,75000000.0,,1.482136
EGTX,EGTX.ST,2025-12-31,reported_enterprise_value,2752502784.0,-327700000.0,2335289088.0,253600000.0,240900000.0,9900000.0,,-0.312198
EKTA-B,EKTA-B.ST,2026-04-30,reported_enterprise_value,20536969216.0,101000000.0,24708864000.0,13102000000.0,15063000000.0,1639000000.0,,5.43037
ELAN-B,ELAN-B.ST,2025-12-31,reported_enterprise_value,1691868416.0,461000000.0,9957547008.0,4168000000.0,3613000000.0,4758000000.0,,4.867183
ELISA,ELISA.HE,2025-12-31,reported_enterprise_value,6528790528.0,467100000.0,8036853248.0,826700000.0,766900000.0,1015700000.0,,
ELON,ELON.ST,2025-12-31,reported_enterprise_value,284919712.0,-81642000.0,783476672.0,1282888000.0,1183709000.0,272838000.0,,9.706864
ELTEL,ELTEL.ST,2025-12-31,reported_enterprise_value,1802472960.0,17600000.0,2034430848.0,268900000.0,283400000.0,59100000.0,,3.928118
ELUX-A,ELUX-A.ST,2025-12-31,reported_enterprise_value,15161467904.0,3818000000.0,42652483584.0,63150000000.0,65640000000.0,28461000000.0,,4.576539
ELUX-B,ELUX-B.ST,2025-12-31,reported_enterprise_value,14181879808.0,3818000000.0,42084442112.0,63150000000.0,65640000000.0,28461000000.0,,4.576539
EMB,EMB.ST,2025-12-31,reported_enterprise_value,204350144.0,8153000.0,217923296.0,28256000.0,26515000.0,18632000.0,,0.449364
EMBELL,EMBELL.ST,2025-12-31,reported_enterprise_value,797962624.0,95030000.0,862316544.0,306583000.0,144709000.0,137223000.0,,0.76753
EMBRAC-B,EMBRAC-B.ST,2026-03-31,reported_enterprise_value,15618507776.0,-6767000000.0,12561187840.0,9089000000.0,5482000000.0,910000000.0,,0.397155
EMIL-B,EMIL-B.ST,2025-12-31,reported_enterprise_value,7115100672.0,928000000.0,16081793024.0,354000000.0,879000000.0,2000000.0,,7.341595
ENEA,ENEA.ST,2025-12-31,reported_enterprise_value,1656903680.0,57492000.0,1942673792.0,551790000.0,378895000.0,44190000.0,,1.552114
ENENTO,ENENTO.HE,2025-12-31,reported_enterprise_value,360338720.0,23814000.0,493981184.0,40445000.0,34192000.0,6520000.0,,3.59429
ENGCON-B,ENGCON-B.ST,2025-12-31,reported_enterprise_value,10375975936.0,305000000.0,10964536320.0,847000000.0,398000000.0,228000000.0,,0.725
ENRO,ENRO.ST,2025-12-31,reported_enterprise_value,442628320.0,51000000.0,293892256.0,346000000.0,345000000.0,43000000.0,,0.294118
ENVAR,ENVAR.ST,2025-12-31,reported_enterprise_value,672499968.0,15391000.0,625262016.0,64514000.0,15040000.0,2738000.0,,
ENVI-B,ENVI-B.ST,2025-12-31,reported_enterprise_value,185508112.0,14480000.0,178349328.0,38873000.0,7659000.0,611000.0,,0.0
ENZY,ENZY.ST,2025-12-31,reported_enterprise_value,655384768.0,-51765000.0,637271872.0,65025000.0,17798000.0,10365000.0,,-0.022065
EOLU-B,EOLU-B.ST,2025-12-31,reported_enterprise_value,1089235840.0,-337000000.0,729907968.0,2089000000.0,401000000.0,35000000.0,,-1.699387
EPEN,EPEN.ST,2025-12-31,reported_enterprise_value,4800789504.0,226020000.0,5347520000.0,974453000.0,604439000.0,214639000.0,,3.087908
EPI-A,EPI-A.ST,2025-12-31,reported_enterprise_value,328830091264.0,12052000000.0,342979575808.0,45533000000.0,19156000000.0,8747000000.0,,1.335139
EPI-B,EPI-B.ST,2025-12-31,reported_enterprise_value,311589601280.0,12052000000.0,296643330048.0,45533000000.0,19156000000.0,8747000000.0,,1.335139
EPIS-B,EPIS-B.ST,2025-12-31,reported_enterprise_value,692104576.0,-57400000.0,304191936.0,17700000.0,10400000.0,5100000.0,,-0.099391
EPRO-B,EPRO-B.ST,2025-12-31,reported_enterprise_value,13795077120.0,1120000000.0,15806406656.0,5279000000.0,4875000000.0,2073000000.0,,1.595281
EQL,EQL.ST,2026-03-31,market_cap_plus_net_debt,721998976.0,48692000.0,1120389976.0,403871000.0,210231000.0,5903000.0,,9.963608
EQT,EQT.ST,2025-12-31,reported_enterprise_value,369805721600.0,965700000.0,370836111360.0,6685100000.0,978100000.0,266500000.0,,1.89645
EQV1V,EQV1V.HE,2025-12-31,reported_enterprise_value,400821696.0,27519000.0,385221120.0,34809000.0,15102000.0,2731000.0,,0.100014
ERIBR,ERIBR.HE,2025-12-31,market_cap_plus_net_debt,37888872448.0,41021000000.0,20659872448.0,143554000000.0,110937000000.0,15527000000.0,,0.806409
ERIC-A,ERIC-A.ST,2025-12-31,reported_enterprise_value,406806855680.0,41021000000.0,376256495616.0,143554000000.0,110937000000.0,15527000000.0,,0.806409
ERIC-B,ERIC-B.ST,2025-12-31,reported_enterprise_value,406973022208.0,41021000000.0,377256574976.0,143554000000.0,110937000000.0,15527000000.0,,0.806409
ESENSE,ESENSE.HE,2025-12-31,reported_enterprise_value,64009016.0,9073000.0,81665872.0,91548000.0,106329000.0,14893000.0,,1.526532
ESGR-B,ESGR-B.ST,2025-12-31,reported_enterprise_value,125795680.0,-21727000.0,124018824.0,148791000.0,61672000.0,3729000.0,,-1.813967
ESSITY-A,ESSITY-A.ST,2025-12-31,reported_enterprise_value,175146893312.0,18743000000.0,207277965312.0,54278000000.0,40796000000.0,50062000000.0,,1.436448
ESSITY-B,ESSITY-B.ST,2025-12-31,reported_enterprise_value,174942846976.0,18743000000.0,207346024448.0,54278000000.0,40796000000.0,50062000000.0,,1.436448
ETTE,ETTE.HE,2025-12-31,reported_enterprise_value,185839056.0,17966000.0,252838064.0,114929000.0,117434000.0,25659000.0,,2.791326
EVLI,EVLI.HE,2025-12-31,market_cap_plus_net_debt,627692160.0,59100000.0,720492160.0,260700000.0,87600000.0,9300000.0,,1.964912
EVO,EVO.ST,2025-12-31,reported_enterprise_value,139202772992.0,1251967000.0,137811558400.0,2075627000.0,1251394000.0,263034000.0,,0.064496
EWRK,EWRK.ST,2025-12-31,reported_enterprise_value,1057981312.0,115093000.0,1294082432.0,3139466000.0,2951740000.0,42117000.0,,1.060615
EXEL,EXEL.HE,2025-12-31,reported_enterprise_value,77450408.0,-3923000.0,100686048.0,52326000.0,51487000.0,24278000.0,,35.674349
EXS,EXS.ST,2025-12-31,reported_enterprise_value,1430279680.0,126473000.0,1785142656.0,282461000.0,227184000.0,94842000.0,,1.801868
FABG,FABG.ST,2025-12-31,reported_enterprise_value,24930234368.0,471000000.0,61005524992.0,1613000000.0,10049000000.0,1616000000.0,,74.705394
FABLE,FABLE.ST,2025-12-31,reported_enterprise_value,184120832.0,48198000.0,238196880.0,17037000.0,9259000.0,0.0,,1.206899
FAG,FAG.ST,2025-12-31,reported_enterprise_value,3318575616.0,621000000.0,6560080896.0,4195100000.0,1738900000.0,2327400000.0,,3.797927
FARON,FARON.HE,2025-12-31,reported_enterprise_value,114813984.0,-25985000.0,74150048.0,15825000.0,18874000.0,189000.0,,-0.961846
FASTAT,FASTAT.ST,2025-12-31,reported_enterprise_value,85775904.0,-407936000.0,2413779712.0,122098000.0,2458428000.0,42592000.0,,-6.52909
FERRO,FERRO.ST,2025-12-31,reported_enterprise_value,337713536.0,-20102000.0,359631072.0,159309000.0,65147000.0,5308000.0,,-1.085284
FG,FG.ST,2025-12-31,reported_enterprise_value,1815664256.0,72300000.0,3226848512.0,1489800000.0,1247800000.0,326600000.0,,5.441669
FIA1S,FIA1S.HE,2025-12-31,reported_enterprise_value,893555584.0,99000000.0,1420654848.0,1338000000.0,1362700000.0,1973200000.0,,4.028927
FING-B,FING-B.ST,2025-12-31,reported_enterprise_value,96339496.0,-60400000.0,86808368.0,76400000.0,28000000.0,4400000.0,,-0.142857
FIRE,FIRE.ST,2025-12-31,reported_enterprise_value,954222592.0,61996000.0,889075584.0,297343000.0,91413000.0,9421000.0,,0.016713
FLAT-B,FLAT-B.ST,2025-12-31,reported_enterprise_value,6048781312.0,-2279664000.0,6924146688.0,144189000.0,2120000.0,0.0,,-0.0
FLERIE,FLERIE.ST,2025-12-31,reported_enterprise_value,2187536384.0,-757100000.0,1632869504.0,727100000.0,13900000.0,1700000.0,,-0.002776
FLEXM,FLEXM.ST,2025-12-31,reported_enterprise_value,164925504.0,-14338325.0,146401520.0,28604701.0,21871796.0,198303.0,,-0.017884
FLEXQ,FLEXQ.ST,2025-12-31,reported_enterprise_value,428786944.0,-29915000.0,439856128.0,120247000.0,95156000.0,4583000.0,,-2.111766
FLMNG,FLMNG.ST,2025-12-31,reported_enterprise_value,346885024.0,5324000.0,1795634048.0,10701000.0,1342000.0,113000.0,,9.767844
FLOWS,FLOWS.ST,2025-12-31,reported_enterprise_value,72487176.0,2172000.0,67808464.0,29124000.0,31823000.0,998000.0,,0.0
FLUI,FLUI.ST,2025-12-31,reported_enterprise_value,72806256.0,-8223000.0,72882960.0,7597000.0,7574000.0,445000.0,,
FLUO,FLUO.ST,2025-12-31,reported_enterprise_value,712830016.0,-44898000.0,680785920.0,86744000.0,5727000.0,999000.0,,-0.637934
FMM-B,FMM-B.ST,2025-12-31,reported_enterprise_value,3147896320.0,195698000.0,3155475712.0,1083521000.0,440901000.0,248727000.0,,0.29913
FNM,FNM.ST,2025-12-31,reported_enterprise_value,828348736.0,-103000000.0,2727174400.0,1495000000.0,1480000000.0,2138000000.0,,5.919732
FNOVA-B,FNOVA-B.ST,2025-12-31,reported_enterprise_value,1281331968.0,271100000.0,4049825792.0,262200000.0,639500000.0,15700000.0,,10.924013
FOI-B,FOI-B.ST,2025-12-31,reported_enterprise_value,5399060992.0,29467000.0,5621026304.0,406360000.0,201805000.0,203678000.0,,2.455933
FORTUM,FORTUM.HE,2025-12-31,reported_enterprise_value,18061932544.0,1124000000.0,19557152768.0,5032000000.0,2288000000.0,6572000000.0,,3.298124
FPAR-A,FPAR-A.ST,2025-12-31,reported_enterprise_value,7955940864.0,1184100000.0,25763510272.0,377300000.0,3599500000.0,1192500000.0,,15.003207
FPAR-D,FPAR-D.ST,2025-12-31,reported_enterprise_value,13834715136.0,1184100000.0,31534508032.0,377300000.0,3599500000.0,1192500000.0,,15.003207
FPIP,FPIP.ST,2025-12-31,reported_enterprise_value,1067277760.0,-56395000.0,259525792.0,880078000.0,188124000.0,3262000.0,,-0.050099
FRACTL,FRACTL.ST,2025-12-31,reported_enterprise_value,408387008.0,43465000.0,397396000.0,331227000.0,220060000.0,41115000.0,,0.358856
FRAMERY,FRAMERY.HE,2025-12-31,reported_enterprise_value,634773696.0,40966000.0,724704960.0,81287000.0,44249000.0,12516000.0,,1.852507
FREEM,FREEM.ST,2025-12-31,reported_enterprise_value,239719552.0,-91070000.0,222104832.0,57192000.0,16879000.0,17423000.0,,
FREJA,FREJA.ST,2025-12-31,reported_enterprise_value,436982912.0,-13053000.0,430676896.0,34406000.0,41582000.0,3699000.0,,4.580876
FRILAN,FRILAN.ST,2025-12-31,reported_enterprise_value,185890928.0,19419000.0,65011820.0,326959000.0,269630000.0,109000.0,,
FSECURE,FSECURE.HE,2025-12-31,reported_enterprise_value,385242720.0,34969000.0,524886496.0,48067000.0,68573000.0,5791000.0,,3.041992
FSKRS,FSKRS.HE,2025-12-31,reported_enterprise_value,1159057152.0,42400000.0,1719271680.0,639500000.0,449400000.0,281400000.0,,4.71248
G2M,G2M.ST,2025-12-31,reported_enterprise_value,703949760.0,13004000.0,866908672.0,21746000.0,168617000.0,6753000.0,,3.585478
G5EN,G5EN.ST,2025-12-31,reported_enterprise_value,524985824.0,3116849.527055,492750016.0,36377516.866045,8496922.381416,746148.629851,,
GAPW-B,GAPW-B.ST,2025-12-31,reported_enterprise_value,634450048.0,-57068000.0,589679040.0,125953000.0,47367000.0,6546000.0,,-0.268683
GARO,GARO.ST,2025-12-31,reported_enterprise_value,689000000.0,-8500000.0,962200000.0,622800000.0,421000000.0,242300000.0,,5.668874
GBK,GBK.ST,2025-12-31,reported_enterprise_value,56982104.0,-32045000.0,50826932.0,46311000.0,71836000.0,3143000.0,,-0.222244
GCOR,GCOR.ST,2025-12-31,reported_enterprise_value,109662920.0,-39326606.0,117315416.0,21259689.0,22633878.0,254193.0,,-0.092831
GENI,GENI.ST,2025-12-31,reported_enterprise_value,488607808.0,39132000.0,432849792.0,95386000.0,32004000.0,1554000.0,,
GENO,GENO.ST,2025-12-31,reported_enterprise_value,1294830720.0,30581000.0,1236543360.0,206622000.0,28071000.0,83931000.0,,1.705292
GETI-B,GETI-B.ST,2025-12-31,reported_enterprise_value,51368902656.0,3805000000.0,58742362112.0,17227000000.0,13042000000.0,4940000000.0,,1.797523
GGEO,GGEO.ST,2025-12-31,reported_enterprise_value,97046264.0,1327000.0,77733248.0,105239000.0,27509000.0,15693000.0,,0.234522
GIG-SDB,GIG-SDB.ST,2025-12-31,reported_enterprise_value,367876800.0,-15203946.0,358851040.0,25416586.0,14352225.0,3897499.0,,0.822627
GIGA,GIGA.ST,2025-12-31,reported_enterprise_value,137845312.0,64743000.0,1427836416.0,255754000.0,838459000.0,1913057000.0,,7.975587
GJAB,GJAB.ST,2025-12-31,reported_enterprise_value,117915776.0,-5458000.0,151016560.0,149672000.0,64767000.0,38288000.0,,22.889811
GOFORE,GOFORE.HE,2025-12-31,reported_enterprise_value,178282784.0,12613000.0,197646112.0,83662000.0,65906000.0,18379000.0,,2.533841
GOMERO,GOMERO.ST,2025-12-31,reported_enterprise_value,51640200.0,2437000.0,21465500.0,36863000.0,16016000.0,1083000.0,,
GOMX,GOMX.ST,2025-12-31,reported_enterprise_value,3440850688.0,-13812000.0,3420494080.0,516808000.0,257662000.0,44185000.0,,7.335285
GOSOL,GOSOL.ST,2025-12-31,market_cap_plus_net_debt,54273208.0,3774335.0,23855094.0,72173171.0,37861060.0,65055.0,,0.0
GOTL-A,GOTL-A.ST,2025-12-31,reported_enterprise_value,6750000128.0,-30219000.0,4062400000.0,3466341000.0,820851000.0,2618498000.0,,0.0
GOTL-B,GOTL-B.ST,2025-12-31,reported_enterprise_value,6849999872.0,-30219000.0,4062400000.0,3466341000.0,820851000.0,2618498000.0,,0.0
GPG,GPG.ST,2025-12-31,reported_enterprise_value,1802116608.0,574000000.0,9523207168.0,514000000.0,1625000000.0,338000000.0,,12.09589
GPX,GPX.ST,2025-12-31,reported_enterprise_value,75761304.0,-5991000.0,87140264.0,26391000.0,15842000.0,1565000.0,,35.159353
GRANGX,GRANGX.ST,2025-12-31,reported_enterprise_value,650191616.0,-1255000.0,3873629440.0,27419000.0,901951000.0,950942000.0,,-108.020717
GREAT,GREAT.ST,2025-12-31,reported_enterprise_value,161750128.0,-46405000.0,150865872.0,72177000.0,13566000.0,68000.0,,-0.004212
GREEN,GREEN.ST,2025-12-31,reported_enterprise_value,1775634816.0,322000000.0,3880562688.0,2162000000.0,1240000000.0,1224000000.0,,4.30654
GRK,GRK.HE,2025-12-31,reported_enterprise_value,684186176.0,54174000.0,458392000.0,418647000.0,298254000.0,95466000.0,,0.522991
GRNG,GRNG.ST,2025-12-31,reported_enterprise_value,20079812608.0,1593000000.0,25715959808.0,10142000000.0,7605000000.0,8686000000.0,,1.990589
GSKR-SDB,GSKR-SDB.ST,2025-12-31,reported_enterprise_value,4663058432.0,-28639190.0,4393295872.0,86192626.0,4535984.0,91838371.0,,-0.013808
HACK,HACK.ST,2025-12-31,reported_enterprise_value,23641772032.0,152518000.0,24248725504.0,165590000.0,23577000.0,3594000.0,,0.017077
HAKI-A,HAKI-A.ST,2025-12-31,reported_enterprise_value,679750080.0,70000000.0,1129489152.0,542000000.0,289000000.0,356000000.0,,2.335196
HAKI-B,HAKI-B.ST,2025-12-31,reported_enterprise_value,566458432.0,70000000.0,977439808.0,542000000.0,289000000.0,356000000.0,,2.335196
HAMLET-B,HAMLET-B.ST,2025-06-30,reported_enterprise_value,1366497920.0,-55125562.0,1363542016.0,12755724.0,7265604.0,217160.0,,-0.0
HANZA,HANZA.ST,2025-12-31,reported_enterprise_value,11154684928.0,364000000.0,13084137472.0,2356000000.0,1396000000.0,1863000000.0,,3.277691
HARVIA,HARVIA.HE,2025-12-31,reported_enterprise_value,753209088.0,36390000.0,814753920.0,122614000.0,33574000.0,38819000.0,,2.347484
HAV-B,HAV-B.ST,2025-12-31,reported_enterprise_value,168272560.0,12948000.0,66764300.0,110362000.0,2076000.0,0.0,,
HAYPP,HAYPP.ST,2025-12-31,reported_enterprise_value,4631497216.0,58314000.0,4833436160.0,659912000.0,520292000.0,108629000.0,,1.017263
HEALTH,HEALTH.HE,2025-06-30,reported_enterprise_value,51548288.0,-17119000.0,13864734.0,54620000.0,6206000.0,10099000.0,,-0.404079
HEART,HEART.ST,2025-12-31,reported_enterprise_value,161458144.0,-35113027.0,157846784.0,18341252.0,7326496.0,1179873.0,,-0.127767
HEBA-B,HEBA-B.ST,2025-12-31,reported_enterprise_value,3872559360.0,559991000.0,11196648448.0,58002000.0,1606692000.0,166380000.0,,11.735945
HELIO,HELIO.ST,2025-12-31,reported_enterprise_value,56757912.0,-41276000.0,50107172.0,42624000.0,19993000.0,0.0,,
HEM,HEM.ST,2025-12-31,reported_enterprise_value,8804469760.0,675100000.0,9710344192.0,279800000.0,232900000.0,24800000.0,,0.805957
HERNO-B,HERNO-B.ST,2025-12-31,market_cap_plus_net_debt,140793600.0,5792282.0,127238344.0,27006473.0,10310051.0,23393481.0,,0.0
HEXA-B,HEXA-B.ST,2025-12-31,reported_enterprise_value,234185113600.0,930400000.0,230607454208.0,3877700000.0,3829800000.0,741700000.0,,2.389696
HEXI,HEXI.ST,2025-12-31,reported_enterprise_value,77126168.0,-98524000.0,872155584.0,291490000.0,146051000.0,19765000.0,,23.661275
HIAB,HIAB.HE,2025-12-31,reported_enterprise_value,3784810752.0,211300000.0,3258455296.0,1077900000.0,508500000.0,168500000.0,,0.928201
HIGHCO-B,HIGHCO-B.ST,2025-12-31,market_cap_plus_net_debt,172281728.0,4619000.0,293326728.0,175399000.0,28750000.0,99280000.0,,9.559171
HILB-B,HILB-B.ST,2025-12-31,reported_enterprise_value,566461120.0,-214683900.0,541620480.0,19835600.0,45841900.0,4436200.0,,-0.34352
HKFOODS,HKFOODS.HE,2025-12-31,reported_enterprise_value,154649440.0,36000000.0,333252128.0,172400000.0,145700000.0,251700000.0,,2.969325
HM-B,HM-B.ST,2025-11-30,reported_enterprise_value,263408386048.0,18855000000.0,320359432192.0,72495000000.0,61603000000.0,82534000000.0,,1.938917
HMS,HMS.ST,2025-12-31,reported_enterprise_value,27280447488.0,773502000.0,29135380480.0,1368700000.0,879471000.0,426844000.0,,2.168034
HNSA,HNSA.ST,2025-12-31,reported_enterprise_value,3333108480.0,-409910000.0,3895218688.0,796611000.0,410659000.0,13346000.0,,-2.529062
HOLM-A,HOLM-A.ST,2025-12-31,reported_enterprise_value,47537311744.0,3301000000.0,52493008896.0,9896000000.0,7192000000.0,35870000000.0,,1.069465
HOLM-B,HOLM-B.ST,2025-12-31,reported_enterprise_value,47477137408.0,3301000000.0,51603087360.0,9896000000.0,7192000000.0,35870000000.0,,1.069465
HOME-B,HOME-B.ST,2025-12-31,reported_enterprise_value,619778624.0,46645000.0,685642048.0,130238000.0,187612000.0,67280000.0,,1.156797
HPOL-B,HPOL-B.ST,2025-12-31,reported_enterprise_value,25143887872.0,2851000000.0,27992111104.0,6182000000.0,7136000000.0,3630000000.0,,1.265771
HRTIS,HRTIS.HE,2025-12-31,reported_enterprise_value,60031148.0,-6606398.6,48312340.0,2668441.71,912995.53,0.0,,-0.003765
HTRO,HTRO.ST,2025-12-31,reported_enterprise_value,8982234112.0,262000000.0,11208756224.0,3277000000.0,1661000000.0,1907000000.0,,3.208582
HUFV-A,HUFV-A.ST,2025-12-31,reported_enterprise_value,24288366592.0,1382500000.0,36789104640.0,951500000.0,4170400000.0,1083400000.0,,8.516444
HUH1V,HUH1V.HE,2025-12-31,reported_enterprise_value,2847225088.0,334800000.0,4156421120.0,1645100000.0,1031700000.0,1756600000.0,,2.876158
HULT-B,HULT-B.ST,2025-12-31,reported_enterprise_value,217194912.0,22806000.0,212862032.0,113409000.0,51458000.0,14293000.0,,0.379095
HUM,HUM.ST,2025-12-31,reported_enterprise_value,2504363776.0,520000000.0,6869901824.0,1488000000.0,2236000000.0,3310000000.0,,3.972924
HUMBLE,HUMBLE.ST,2025-12-31,reported_enterprise_value,3415166464.0,224000000.0,5369991168.0,2169000000.0,1411000000.0,865000000.0,,4.057348
HUSQ-A,HUSQ-A.ST,2025-12-31,reported_enterprise_value,24614656000.0,2906000000.0,37710364672.0,23224000000.0,13385000000.0,8309000000.0,,2.175867
HUSQ-B,HUSQ-B.ST,2025-12-31,reported_enterprise_value,24684484608.0,2906000000.0,37681774592.0,23224000000.0,13385000000.0,8309000000.0,,2.175867
ICO,ICO.ST,2025-12-31,reported_enterprise_value,117810608.0,-42966194.0,71370440.0,11993456.0,11900837.0,8629082.0,,-0.098308
ICP1V,ICP1V.HE,2025-12-31,reported_enterprise_value,294476288.0,23835000.0,237639552.0,162403000.0,44446000.0,27649000.0,,0.920714
IDLDX,IDLDX.ST,2025-12-31,reported_enterprise_value,109882232.0,-11714000.0,85928312.0,56727000.0,17666000.0,14894000.0,,-1.639539
